condition,w,sigma_d,seed,handoff,n_reached,w2
E,0.2,0.1,3,2,200,0.41829629272422997
E,0.2,0.1,4,1,200,0.30192703939592397
E,0.2,0.1,4,2,200,0.4646868568938422
E,0.4,0.0,0,1,200,0.3146690883070115
E,0.4,0.0,0,2,200,0.49991721293010033
E,0.4,0.0,1,1,200,0.26128355741673803
E,0.4,0.0,1,2,200,0.4070977378173087
E,0.4,0.0,2,1,200,0.286266847313314
E,0.4,0.0,2,2,200,0.4534977325763446
E,0.4,0.0,3,1,200,0.27374689432296423
E,0.4,0.0,3,2,200,0.43537436634110416
E,0.4,0.0,4,1,200,0.2863098602684933
E,0.4,0.0,4,2,200,0.45700150926958766
E,0.4,0.02,0,1,200,0.3088556841678517
E,0.4,0.02,0,2,200,0.504094020455859
E,0.4,0.02,1,1,200,0.2612332328612051
E,0.4,0.02,1,2,200,0.4076950261845464
E,0.4,0.02,2,1,200,0.28577932862273536
E,0.4,0.02,2,2,200,0.4544105459644947
E,0.4,0.02,3,1,200,0.2718818372580661
E,0.4,0.02,3,2,200,0.4349488449841768
E,0.4,0.02,4,1,200,0.2876959083569397
E,0.4,0.02,4,2,200,0.453327010324506
E,0.4,0.05,0,1,200,0.3148020276557899
E,0.4,0.05,0,2,200,0.4990682697913674
E,0.4,0.05,1,1,200,0.2642738954252756
E,0.4,0.05,1,2,200,0.4099579992324696
E,0.4,0.05,2,1,200,0.287979834103768
E,0.4,0.05,2,2,200,0.4534376987855433
E,0.4,0.05,3,1,200,0.27587061064594387
E,0.4,0.05,3,2,200,0.433587966853439
E,0.4,0.05,4,1,200,0.29029301147214137
E,0.4,0.05,4,2,200,0.4518138958610302
E,0.4,0.1,0,1,200,0.3118029352127095
E,0.4,0.1,0,2,200,0.49063060451248774
E,0.4,0.1,1,1,200,0.26405705504708227
E,0.4,0.1,1,2,200,0.41248565575351503
E,0.4,0.1,2,1,200,0.2871206008072228
E,0.4,0.1,2,2,200,0.44700723672893783
E,0.4,0.1,3,1,200,0.2740414805390093
E,0.4,0.1,3,2,200,0.4355834008243465
E,0.4,0.1,4,1,200,0.2900191520996311
E,0.4,0.1,4,2,200,0.4446221238153987
