kind,w,seed,skill,iter,coupling_cost,sinkhorn,w2,killed
bridge,0.4,4,1,4,0.08479919284582138,0.006904467940330505,0.029844321823837953,0.00999993085861206
bridge,0.4,4,1,5,0.08515524864196777,0.00679444894194603,0.027109017765083163,0.007999956607818604
bridge,0.4,4,2,0,0.07681304961442947,0.007162292487919331,0.03125212669994545,0.13799995183944702
bridge,0.4,4,2,1,0.03996250405907631,0.011391974985599518,0.07344204145580428,0.2059999704360962
bridge,0.4,4,2,2,0.03928873687982559,0.009856682270765305,0.061166670511272996,0.21599996089935303
bridge,0.4,4,2,3,0.03987988457083702,0.008342488668859005,0.046469367507180316,0.2539999485015869
bridge,0.4,4,2,4,0.03882605582475662,0.008350610733032227,0.05016846798283293,0.22599995136260986
bridge,0.4,4,2,5,0.04049556329846382,0.010787406004965305,0.0699275620600139,0.16399997472763062
bridge,0.4,4,3,0,0.1238410621881485,0.008463244885206223,0.025292893572826797,0.0
bridge,0.4,4,3,1,0.08963606506586075,0.008481498807668686,0.02616164739573657,0.007999956607818604
bridge,0.4,4,3,2,0.08610184490680695,0.010876523330807686,0.05558406625833237,0.0059999823570251465
bridge,0.4,4,3,3,0.08654278516769409,0.008410310372710228,0.024992771978362163,0.00999993085861206
bridge,0.4,4,3,4,0.08590349555015564,0.008327806368470192,0.02497677313291189,0.003999948501586914
bridge,0.4,4,3,5,0.09083995968103409,0.009154385887086391,0.03870901027635274,0.0
flow0,0.1,0,1,0,0.10073940455913544,0.003916076384484768,0.016095883010326793,0.00999993085861206
flow0,0.1,0,2,0,0.03091263584792614,0.003785635344684124,0.012970408867213139,0.4939999580383301
flow0,0.1,0,3,0,0.10075291246175766,0.0088956318795681,0.03285780743029302,0.0059999823570251465
flow0,0.1,1,1,0,0.10036476701498032,0.004193788394331932,0.01623326638496082,0.007999956607818604
flow0,0.1,1,2,0,0.03087599389255047,0.004781246650964022,0.029985910575472376,0.4399999976158142
